Name,ConflictStatus,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines
Trump Organization LLC D/B/A The Trump Organization,Active,,,To Discuss,,"https://www.washingtonpost.com/politics/inside-trumps-financial-ties-to-russia-and-his-unusual-flattery-of-vladimir-putin/2016/06/17/dbdcaac8-31a6-11e6-8ff7-7b6c1998b7a0_story.html?utm_term=.58393114f26e,http://www.newsweek.com/2016/09/23/donald-trump-foreign-business-deals-national-security-498081.html,https://www.washingtonpost.com/news/wonk/wp/2016/09/30/trumps-unthinkable-conflict-millions-in-debts-to-german-bank-now-facing-federal-fines/?utm_term=.66663f022cff,https://www.taiwannews.com.tw/en/news/3031091,https://www.reuters.com/article/us-usa-trump-argentina/trump-organization-says-it-has-no-plans-to-build-buenos-aires-tower-idUSKBN14N1W7,http://www.npr.org/sections/parallels/2016/11/22/502895797/whos-the-new-philippine-envoy-the-man-building-trump-tower-manila,https://www.bloomberg.com/politics/articles/2016-11-22/trump-s-business-partner-will-be-manila-s-man-in-washington?cmpid=socialflow-twitter-business&amp;utm_content=business&amp;utm_campaign=socialflow-organic&amp;utm_source=twitter&amp;utm_medium=social,https://www.washingtonpost.com/politics/trumps-presidency-overseas-business-deals-and-relations-with-foreign-governments-could-all-become-intertwined/2016/11/25/d2bc83f8-b0e2-11e6-8616-52b15787add0_story.html?utm_term=.6474a90a3947,https://www.nytimes.com/2016/12/21/business/economy/trump-organization-labor-unions-hotels.html,http://money.cnn.com/2017/01/23/news/donald-trump-resigns-business/,https://amp.thedailybeast.com/trump-org-gifts-treasury-dollar150k-in-foreign-government-emoluments,http://www.mcclatchydc.com/article204578309.html,https://mobile.nytimes.com/2018/03/10/business/trumps-kushners-hotel-deals.html?referer=https://amp-cnn-com.cdn.ampproject.org/c/s/amp.cnn.com/cnn/2018/03/11/politics/new-york-times-jared-kushner-donald-trump-hotel/index.html,https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,https://www.washingtonpost.com/politics/congressional-democrats-seek-ruling-against-trump-to-enforce-emoluments-clause/2018/06/07/2469538e-6a55-11e8-bea7-c8eb28bc52b1_story.html?utm_term=.d25a12693375,https://www.npr.org/2018/06/12/619101573/ivanka-trump-and-jared-kushner-earned-more-than-80-million-last-year-filings-sho,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,http://www.foxnews.com/politics/2018/02/21/trump-jr-steals-spotlight-from-canadas-trudeau-as-india-visits-coincide.html,https://www.washingtonpost.com/world/trump-jr-to-give-foreign-policy-speech-while-on-unofficial-business-trip-to-india/2018/02/19/37d00c37-d9e8-40c4-934b-0a26b8160dcd_story.html?utm_term=.8a66e23946b3,https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.fastcompany.com/40526424/trump-organization-revives-project-in-dominican-republic-roiling-local-politics,http://www.newsweek.com/if-trump-organization-launches-dominican-republic-projects-it-could-be-grounds-801765,https://sunlightfoundation.com/2018/02/02/this-week-in-conflicts-of-interest-a-resignation-disclosure-required-and-a-chance-to-meet-donald-trump-jr/,https://www.damacproperties.com/en/media-centre/press-releases/damac-awards-infrastructure-works-contract-at-akoya-oxygen-to-cscec-as-construction-spend,http://www.mcclatchydc.com/news/politics-government/white-house/article172443417.html,http://www.constructionweekonline.com/article-49557-cscec-lands-19m-damac-contract-for-dubais-akoya-oxygen/,http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html,https://mobile.nytimes.com/2018/06/24/us/politics/trump-challenge-coins.html?hp&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news,https://mobile.nytimes.com/2018/06/21/business/trumps-kushners-end-hotel-deals.html,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.npr.org/2018/07/21/631164949/the-value-of-russia-putin-to-trump,https://www.theatlantic.com/amp/article/566051/,https://www.businessinsider.com/ivanka-trump-closing-fashion-business-ethics-experts-respond-2018-7,https://www.wsj.com/articles/trump-organization-finance-chief-called-to-testify-before-federal-grand-jury-1532622947?mod=e2twp,https://www.washingtonpost.com/news/morning-mix/wp/2018/07/27/trumps-emoluments-battle-how-a-scholars-journey-through-200-years-of-dictionaries-helped-win-a-historic-ruling/?utm_term=.25bb86879b9b,https://www.washingtonpost.com/politics/at-president-trumps-hotel-in-new-york-revenue-went-up-this-spring--thanks-to-a-visit-from-big-spending-saudis/2018/08/03/58755392-9112-11e8-bcd5-9d911c784c38_story.html?utm_term=.3a97c3f2cf0f,https://abcnews.go.com/amp/Business/wireStory/trumps-scottish-resort-expand-raising-ethics-concerns-56822706,http://fortune.com/2018/07/27/who-is-allen-weisselberg-trump-finance-chief/,https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992",489
KF-CENTERVIEW,Unclear,,,To Discuss,,,1210
666 Fifth Ave,Unclear,,no record,To Discuss,,"https://amp.businessinsider.com/charles-kushner-qatar-finance-minister-meeting-666-fifth-ave-2018-6,https://www.nytimes.com/2018/05/17/nyregion/kushner-deal-qatar-666-5th.html,https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,https://money.cnn.com/2018/08/03/news/companies/kushner-666-fifth-avenue-brookfield/index.html,https://www.bloomberg.com/amp/news/articles/2018-08-04/kushners-give-up-control-of-manhattan-tower-to-save-themselves",
Trump Canadian Services,Active,,,To Discuss,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,310
KKC Associates,Active,,,To Discuss,,,"1218,1217,unnamed record,unnamed record,unnamed record,unnamed record"
Pfizer,Unclear,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,To Discuss,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,
Trump Cps,Active,,,To Discuss,,,"330,331"
Donald J Trump Enterprises Iii,Active,,,To Discuss,,,52
Tag Air,Active,,"7/25/2017 added reference to leasing a 757 from DJT Operations I LLC, per 2017 financial disclosure, Part 2, ref. #176.",To Discuss,,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,223
New York NY Ser E,Unclear,,,To Discuss,,,1343
Observer Capital,Active,,,To Discuss,,,1402
Ace Entertainment (Formerly Trump Casinos Or Trump Taj Mahal),Active,,,To Discuss,,,16
Nippon Telegraph & Telephone Corp. (NTT),Unclear,,,To Discuss,,https://www.bloomberg.com/amp/news/articles/2018-03-13/kushner-conflict-cloud-hovers-over-brooklyn-sale-linked-to-japan,
Tp Cfd,Resolved,,,To Discuss,,,"292,293"
Trump Corporation,Active,,,To Discuss,,,329
Jose E. B. Antonio,Unclear,"In October 2016 he had quietly been named a special envoy to the United States by the Philippine president, Rodrigo Duterte. Mr. Antonio was nearly finished building a $150 million tower in Manila’s financial district — a 57-story symbol of affluence and capitalism, which bluntly promotes itself with the slogan “Live Above the Rest.” And now his partner on the project, Donald J. Trump, had just been elected president of the United States.",,To Discuss,,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,
Village KF 2 km,Active,,,To Discuss,,,"unnamed record,unnamed record,unnamed record,unnamed record"
Trump Parc East Condominium,Unclear,,status missing,To Discuss,,,496
Trump Books,Active,,,To Discuss,,,"305,306"
Dt India Venture,Active,,,To Discuss,,"http://economictimes.indiatimes.com/news/politics-and-nation/donald-trump-meets-indian-partners-hails-pm-modis-work/articleshow/55465060.cms,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://newrepublic.com/article/147351/political-corruption-art-deal,http://www.foxnews.com/politics/2018/02/21/trump-jr-steals-spotlight-from-canadas-trudeau-as-india-visits-coincide.html,https://www.washingtonpost.com/world/trump-jr-to-give-foreign-policy-speech-while-on-unofficial-business-trip-to-india/2018/02/19/37d00c37-d9e8-40c4-934b-0a26b8160dcd_story.html?utm_term=.8a66e23946b3","79,78"
Kaszek Ventures II,Resolved,,,To Discuss,,,"1166,1167"
Trump Turnberry,Active,,,To Discuss,,"https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html,https://www.washingtonpost.com/politics/report-trumps-stay-at-his-scotland-resort-cost-68800/2018/07/17/4fce3e28-89ee-11e8-8aea-86e88ae760d8_story.html?utm_term=.6deb586c75f4","528,529,531,530"
Trump International Hotel And Tower (Panama),Unclear,Ethics experts say their fear has been realized as Trump faces one of his most consequential conflicts of interest yet: The Panamanian government has pledged to investigate the Trump Organization for resisting eviction from the Trump International Hotel and Tower. That dispute arose after the hotels majority owner cancelled the Trump Organizations management contract for the hotel.,,To Discuss,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage,http://www.businessinsider.com/trump-organization-panama-hotel-conflict-2018-3,https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage",
KF-BLS Member,Active,,,To Discuss,,,"1208,655,662,669,699,710,749,778,1161,1209,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record"
Dt Marks Products International,Active,,,To Discuss,,,"105,104"
"Nassau County, NY",Resolved,,,To Discuss,,,"1324,1325"
Hennessy Gas Utility Index Fund Investor Class Shares,Unclear,,,To Discuss,,,1039
Ivanka Trump Business Trust,Unclear,"Created in March 2017, the trust is valued at more than $50 million.",,To Discuss,,http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html,
Restaurant 40,Resolved,,Listed in disclosure as dissolved as of 11/9/16,To Discuss,,,"206,207"
Operation Smile,Unclear,"An estimated 36% of the foundation’s money went to roughly 100 organizations promoting healthcare, the Forbes examination revealed. The Trump Foundation gave more than $465,000 to both the Dana-Farber Cancer Institute and Operation Smile, which offers free surgeries to children born with cleft palates in developing countries.",,To Discuss,,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,
Trump Los Olas,Active,,,To Discuss,,,"385,384"
Visa,Active,,,To Discuss,,,unnamed record
Invesco,Active,,,To Discuss,,,"1465,1467,1469"
BlackRock Financial Management,Active,,"*In the Ethics Doc Lines tab, there are multiple entities for this when filtered for Jared. A couple Active status, and one Resolved. Marking it Active here until further instruction. - CS",To Discuss,,,"1061,1069,1071,unnamed record"
Tihc Reservations,Active,,,To Discuss,,,274
JP Morgan Chase Bank,Unclear,,,To Discuss,,,1126
THC Development Brazil,Active,,,To Discuss,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"237,236"
Stone 16 Associates,Active,,,To Discuss,,,"1561,1175,1176,1177,1178,1179,1180,1181,1182,1183,1184,1185,1560,1562,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record"
Tngc Charlotte,Active,,,To Discuss,,,"283,284"
TransCanada,Unclear,"Trump also has a small investment in Canadian energy company TransCanada, the developer of Keystone XL pipeline, which was rejected by President Barack Obama last year but supported by Trump.",,To Discuss,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,
Poker Venture,Active,,,To Discuss,,,"202,201"
Dt Marks Lido,Active,,,To Discuss,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365","103,102"
Trump Marks Beverages,Unclear,,to discuss,To Discuss,,,"400,399"
Trump Model Management,Unclear,,to discuss,To Discuss,,,471
UBS,Active,,,To Discuss,,,"754,unnamed record"
Trump Scotland,Active,,,To Discuss,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.washingtonpost.com/politics/trumps-presidency-overseas-business-deals-and-relations-with-foreign-governments-could-all-become-intertwined/2016/11/25/d2bc83f8-b0e2-11e6-8616-52b15787add0_story.html?utm_term=.6474a90a3947,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html",516
New York St SER E,Unclear,,,To Discuss,,,1364
Chevron,Unclear,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,To Discuss,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,
Dj Aerospace (Bermuda),Active,,,To Discuss,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,42
Cisco Systems,Resolved,,,To Discuss,,,"830,831"
Trump Marks Puerto Rico Ii,Resolved,,,To Discuss,,,"446,445"
"Westchester County, NY",Resolved,,,To Discuss,,,"unnamed record,unnamed record"
Trump Marks Philippines,Active,,,To Discuss,,"http://www.npr.org/sections/parallels/2016/11/22/502895797/whos-the-new-philippine-envoy-the-man-building-trump-tower-manila,https://www.bloomberg.com/politics/articles/2016-11-22/trump-s-business-partner-will-be-manila-s-man-in-washington?cmpid=socialflow-twitter-business&amp;utm_content=business&amp;utm_campaign=socialflow-organic&amp;utm_source=twitter&amp;utm_medium=social,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1","439,440"
"White Plains, NY",Resolved,,,To Discuss,,,"unnamed record,unnamed record"
"Greenburgh, NY",Resolved,,,To Discuss,,,"1035,1036"
Kushner Village 2,Resolved,,,To Discuss,,,"1235,1236"
Mar-A-Lago Club,Active,"An Israel-focused charity, The Truth About Israel, moved its recent gala event to Pres. Trumps Mar-a-Lago resort in appreciation of the presidents support for Israel.",,To Discuss,,"http://www.politico.com/story/2016/12/mar-a-lago-donald-trump-new-years-eve-party-233070,https://www.washingtonpost.com/news/post-politics/wp/2018/02/26/israel-focused-charity-praises-trump-and-pays-him-at-mar-a-lago-gala/?utm_term=.59e4b7dbed4c,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.palmbeachpost.com/news/national-govt--politics/mar-lago-events-raise-money-for-politicos-revenues-for-trump/F0EK7JzzOeDTT6nTSe8qyO/amp.html,https://www.cnn.com/2018/06/14/opinions/new-york-ag-lawsuit-trump-opinion-dantonio/index.html,https://www.washingtonpost.com/news/post-politics/wp/2018/02/26/israel-focused-charity-praises-trump-and-pays-him-at-mar-a-lago-gala/?noredirect=on&utm_term=.8e425bfe3d1e,https://sunlightfoundation.com/2018/02/02/this-week-in-conflicts-of-interest-a-resignation-disclosure-required-and-a-chance-to-meet-donald-trump-jr/,https://mobile.nytimes.com/2018/06/24/us/politics/trump-challenge-coins.html?hp&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html,https://www.wnycstudios.org/story/trump-inc-podcast-government-employees-spend-your-money-trump-hotels,https://www.mcclatchydc.com/news/politics-government/white-house/article216249755.html","175,174"
K2 26Js Member,Unclear,,,To Discuss,,,
JCK Cadre,Active,,,To Discuss,,,"1115,1486"
26 Journal Square,Unclear,,,To Discuss,,,
Holds United Technologies,Unclear,,missing status,To Discuss,,"http://www.indystar.com/story/news/politics/2016/05/19/donald-trump-profited-investment-carriers-parent-company/84593308/,https://www.wsj.com/articles/donald-trump-had-investments-in-carrier-corp-s-parent-1480723443?mod=e2tw&amp;mg=id-wsj",151
Country Investors,Active,,,To Discuss,,,35
Tiht Chicago Member Acquisition,Active,,,To Discuss,,,276
Donald J. Trump Grantor Trust,Active,,,To Discuss,,,55
New York State Urban DEV Corp REV Rfdg Svc Contract Ser B,Unclear,,,To Discuss,,,1376
Tngc Pine Hill / Trump National Golf Club - Philadelphia (Formerly Crest Court),Active,,,To Discuss,,,"289,290"
Caribusiness Re,Active,,,To Discuss,,,28
Puck Building,Active,,,To Discuss,,,"1331,1333,1335,1480"
White Course,Active,,,To Discuss,,,"557,556"
Ivanka Trump brand,Unclear,,,To Discuss,,"https://www.nytimes.com/2018/05/28/business/ivanka-trump-china-trademarks.html,https://www.npr.org/2018/06/12/619101573/ivanka-trump-and-jared-kushner-earned-more-than-80-million-last-year-filings-sho,http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2018/07/16/canadas-biggest-clothing-store-just-pulled-ivanka-trumps-brand-from-its-shelves/,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html,https://www.cnn.com/2018/07/24/politics/ivanka-trump-brand-company/index.html,https://www.theatlantic.com/amp/article/566051/,https://www.businessinsider.com/ivanka-trump-closing-fashion-business-ethics-experts-respond-2018-7,https://www.businessinsider.com/ivanka-trump-store-permanently-shut-down-2018-8",
Exxon Mobil,Resolved,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,To Discuss,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,"982,983"
Lawrence Towers Apartments,Active,,,To Discuss,,,171
Daewoo America,Active,,Partial parent of Trump Korea LLC,To Discuss,,,41
Trump Phoenix Development,Active,,,To Discuss,,,501
Trump Tower I,Unclear,,,To Discuss,,"http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million",
Westminister Management,Unclear,"Company Jared Kushner earned $1.5 million in income from during 2017. The company owns and manages over 20,000 apartments in New York, New Jersey, Maryland, Pennsylvania and Ohio.",,To Discuss,,"http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html,https://mobile.nytimes.com/2018/06/21/business/trumps-kushners-end-hotel-deals.html",
Lido City Development,Unclear,,,To Discuss,,"https://www.cnn.com/2018/06/07/politics/court-case-emoluments-foreign-payments-federal-judge-trump-businesses/index.html,https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.nytimes.com/2018/05/28/business/ivanka-trump-china-trademarks.html,http://thehill.com/homenews/house/389571-more-than-60-dem-lawmakers-demand-ethics-investigation-into-trumps,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html",
"Wake County,NC",Resolved,,,To Discuss,,,
Trump Towers Istanbul,Unclear,,,To Discuss,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,http://www.huffingtonpost.com/entry/donald-trump-turkey-business_us_5836188ae4b01ba68ac41d9f?,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1",
"Wake County, NC",Resolved,,,To Discuss,,,"unnamed record,unnamed record"
Landings at Caspian Pointe,Active,,,To Discuss,,,1249
Trump Marks Hollywood,Active,,,To Discuss,,,"414,413"
Fontainbleu Apartments,Active,,,To Discuss,,,142
Westmin Mad Associates,Active,,,To Discuss,,,unnamed record
Royal Bank America,Active,,,To Discuss,,,208
Dt Bali Golf Manager,Active,,,To Discuss,,http://mobile.nytimes.com/2016/12/31/world/asia/indonesia-donald-trump-resort.html,"62,61,891"
Gellert 80 West End,Active,,,To Discuss,,,"1018,1019,1021,1440,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record"
Trump Ac Casino Marks,Active,,,To Discuss,,,"301,302"
Skyline Kushner,Active,,,To Discuss,,,"1545,1234,1546,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record"
>,Unclear,,,To Discuss,,,"610,589,611,590,612,591,622,605,616,606,592,608,598"
U.S. Department of Agriculture,Unclear,,,To Discuss,,"https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992",
115 East 87,Active,,,To Discuss,,,657
U.S Department of Justice,Unclear,"As head of the executive branch, President Trump oversees the Justice Department and the United States' relations with the rest of the world. Through his businesses he still has a lengthy series of financial relationships with private institutions and countries with business before the United States.",,Approved,,"https://www.washingtonpost.com/news/wonk/wp/2016/09/30/trumps-unthinkable-conflict-millions-in-debts-to-german-bank-now-facing-federal-fines/?utm_term=.66663f022cff,https://www.washingtonpost.com/local/public-safety/obscure-no-more-the-emoluments-clause-is-back-again-in-a-federal-court/2018/06/09/cf052832-6a72-11e8-9e38-24e693b38637_story.html?utm_term=.4e5171f2a016,https://www.washingtonpost.com/politics/congressional-democrats-seek-ruling-against-trump-to-enforce-emoluments-clause/2018/06/07/2469538e-6a55-11e8-bea7-c8eb28bc52b1_story.html?utm_term=.d25a12693375,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.npr.org/2018/06/15/620230403/legal-defense-funds-for-trump-allies-multiply,https://www.cnn.com/2018/06/11/politics/trump-emoluments-hearing/index.html,https://www.bloomberg.com/news/articles/2018-02-15/kushner-investors-said-to-be-subpoenaed-by-u-s-tax-authorities?utm_content=politics&utm_campaign=socialflow-organic&utm_source=twitter&utm_medium=social&cmpid%3D=socialflow-twitter-politics",
2 Rector Kushner,Active,,,Approved,,,"676,677,678,unnamed record,unnamed record,unnamed record,unnamed record"
81 Pine Note Holder,Active,,,Approved,,,14
21st Century Fox,Active,,,Approved,,,"695,696"
20 de Bariloche,Active,,,Approved,,,"681,682"
80 ML,Active,,,Approved,,,"743,744,741,745,1387,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record"
184 Kent Associates,Active,,,Approved,,,"670,671,1187,1509,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record"
4T Holdings Two,Active,,,Approved,,,10
30 Florham Associates,Active,,,Approved,,,"702,703"
42Floors,Active,,,Approved,,,717
55 Challenger Road Associates,Active,,,Approved,,,"727,728,730,731,unnamed record"
4 Shadow Tree Lane,Active,,,Approved,,,"3,4"
4T Holdings One,Active,,,Approved,,,9
411 West Putnam Avenue,Active,,,Approved,,,716
40 Wall Street,Active,,,Approved,,https://www.bloomberg.com/graphics/2016-trump-40-wall-street/,"5,6,7,8"
65 Bay,Active,,,Approved,,,"735,736,1321,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record"
Boeing,Resolved,,,Approved,,,"781,782,783,786"
A&Q Long/Short Strategies Fund,Resolved,,,Approved,,,"752,753"
44th Street Realty,Resolved,,,Approved,,,719
"Boston, MA",Resolved,,,Approved,,,"787,788"
Blackstone Group,Resolved,,,Approved,,,"776,777"
767 Manager LLC,Unclear,,,Approved,,,11
Ladder Capital,Unclear,"Ladder Capital, a real estate investment firm that specializes in risky lending, has loaned at least $260 million to Donald Trump's businesses — including $160 million for the ground lease at 40 Wall Street and $100 million for Trump Tower. In February 2017, the firm Related Companies purchased $80 million worth of stock in Ladder Capital. ",,To Discuss,"6/5/2018 HN: We should add Related Companies, and possibly the new CEO, to the conflicts list.","https://www.reuters.com/article/us-laddercapital-m-a-exclusive-idUSKBN13R276,https://therealdeal.com/2017/02/28/related-companies-makes-80m-stock-buy-in-trumps-second-largest-lender/",
