ID,pubstatus,Internal Notes,Business Interest Details,Conflict,Conflicting Entity,Family Member,Owner 1,Pct 1,Owner 2,Pct 2,Owner 3,Pct 3,Owner 4,Pct 4,Total,EntityStatus,Ethics Doc 1,Ethics Doc 2,Ethics Doc 3,2015,2016,2017,Public Notes,Conflict Status (archive)
,approved,*Missing. Added on: 7/10/2018 ~Swanson,"Ivanka Trump received $1,000,001 - $5,000,000 in Rent or Royalties income from ""OAKWOOD CHICAGO MEMBER, LLC (Commercial Real Estate in Chicago, IL)"" the year before her appointment as her father&#39;s presidential adviser.",Oakwood Garden Associates,"""OAKWOOD CHICAGO MEMBER, LLC (Commercial Real Estate in Chicago, IL)""",Ivanka Trump,"""OAKWOOD CHICAGO HOLDING, LLC (Commercial Real Estate in Chicago, IL)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active
1394,,,"Ivanka Trump received $1,000,001 - $5,000,000 in Rent or Royalties income from OAKWOOD GARDEN ASSOCIATES, LLC (Commercial Real Estate in Chicago, IL) the year before her appointment as her father&#39;s presidential adviser.",Oakwood Garden Associates,"""Oakwood Garden Associates, LLC (Commercial Real Estate In Chicago, Il)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active
1396,approved,,"Jared Kushner received $1,000,001 - $5,000,000 or more in Rent or Royalties income from OAKWOOD GARDEN ASSOCIATES, LLC (Commercial Real Estate in Chicago, IL) the year before his appointment as Pres. Trump’s senior adviser.",Oakwood Garden Associates,"""Oakwood Garden Associates, LLC (Commercial Real Estate In Chicago, Il)""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active
1395,,,"Ivanka Trump received $100,001 - $1,000,000 in Rent or Royalties income from ""Oakwood Garden Associates, LLC (Commercial Real Estate In Chicago, Il)"" the year before her appointment as her father&#39;s presidential adviser.",Oakwood Garden Associates,"""Oakwood Garden Associates, LLC (Commercial Real Estate In Chicago, Il)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active
1398,approved,,"Jared Kushner served as Manager of Oakwood NYT Holdings, LLC from Oct 1, 2015, to Jan 1, 2017.",Times Square Associates,"""Oakwood NYT Holdings, LLC""",Jared Kushner,"""Oakwood NYT Principal, LLC""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,*Missing. Added on: 7/18/2018 ~Swanson,,Times Square Associates,"""Oakwood NYT Holdings, LLC""",Ivanka Trump,"""Oakwood NYT Principal, LLC""",,,,,,,,0,Active,,,,,,checked,,
1399,approved,,"Jared Kushner served as Manager of Oakwood NYT Mezz, LLC from Oct 1, 2015, to Jan 1, 2017.",Times Square Associates,"""Oakwood NYT Mezz, LLC""",Jared Kushner,"""Oakwood NYT Holdings, LLC""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,*Missing. Added on: 7/18/2018 ~Swanson,,Times Square Associates,"""Oakwood NYT Mezz, LLC""",Ivanka Trump,"""Oakwood NYT Holdings, LLC""",,,,,,,,0,Active,,,,,,checked,,
1400,approved,,"Jared Kushner served as Manager of Oakwood NYT Owner, LLC from Oct 1, 2015, to Jan 1, 2017.",Times Square Associates,"""Oakwood NYT Owner, LLC""",Jared Kushner,"""Oakwood NYT Mezz, LLC""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,*Missing. Added on: 7/18/2018 ~Swanson,,Times Square Associates,"""Oakwood NYT Owner, LLC""",Ivanka Trump,"""Oakwood NYT Mezz, LLC""",,,,,,,,0,Active,,,,,,checked,,
1401,approved,,"Jared Kushner served as Authorized Signatory of Oakwood NYT Principal, LLC from Oct 1, 2015, to Jan 1, 2017.",Times Square Associates,"""Oakwood NYT Principal, LLC""",Jared Kushner,"""TIMES SQUARE ASSOCIATES, LLC (Commercial Real Estate in New York, NY)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,*Missing. Added on: 7/18/2018 ~Swanson,,Times Square Associates,"""Oakwood NYT Principal, LLC""",Ivanka Trump,"""TIMES SQUARE ASSOCIATES, LLC (Commercial Real Estate in New York, NY)""",,,,,,,,0,Active,,,,,,checked,,
1402,approved,,"Jared Kushner received None (or less than $201) in (income type not disclosed) income from OBSERVER CAPITAL SM SPV, LLC (Shares of Corp. Stock in Source Media Holdings Inc.; New York, NY) the year before his appointment as Pres. Trump&#39;s senior adviser.",Observer Capital,"""Observer Capital SM SPV, LLC (Shares Of Corp. Stock In Source Media Holdings Inc.; New York, NY)""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Active
1403,,,"Ivanka Trump received None (or less than $201) in (income type not disclosed) income from OBSERVER CAPITAL SM SPV, LLC (Shares of Corporate Stock in Source Media Holdings Inc.; New York, NY) the year before her appointment as her father&#39;s presidential adviser.",,"""Observer Capital Sm Spv, LLC (Shares Of Corporate StoCK In Source Media Holdings Inc.; New York, NY)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Active
1404,,,"Jared Kushner served as Managing Member of Observer Media, LLC from Jan 1, 2014, to Jan 1, 2017. Jared Kushner lists Observer Media, LLC (New York Observer &amp; Commercial Observer) as a source of assets (negligible) and income ($4.5 million). As a Media Company Executive for Observer Media, Mr. Kushner serves as publisher for the print and online media company. Although Observer Media is listed as a source of compensation for Mr. Kushner, his disclosure does not describe the relationship as an &quot;employment agreement or arrangement.&quot; Because his interest in this entity reportedly has been divested, the potential conflict of interest is marked in this database as resolved.",,"""Observer Media, LLC (New York Observer & Commercial Observer)""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
1406,approved,,"Jared Kushner received $1,000,001 - $5,000,000 in Capital Gains income from OC PARTNERS, LLC (Cash; New York, NY) the year before his appointment as Pres. Trump&#39;s senior adviser. This asset has been divested.",OC Partners,"""OC Partners, LLC (Cash; New York, NY)""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved
1405,approved,,"Ivanka Trump received $1,000,001 - $5,000,000 in Capital Gains income from OC PARTNERS, LLC (Cash; New York, NY) the year before her appointment as her father&#39;s presidential adviser.",OC Partners,"""OC Partners, LLC (Cash; New York, NY)""",Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved
597,,,"Former member of Ocean Development Member Inc. According to Trump&#39;s 2016 financial disclosure, the company was dormant or inactive, but he held an ownership stake. Its current activity status and ownership structure were not articulated in his disclosure in 2017.",Ocean Development,Ocean Development Member Inc.,Donald Trump,DJT Holdings LLC,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,checked,,,Active
186,,,"Former president/director of the now-dormant or inactive Ocean Development Member Inc., in which Pres. Trump retains an ownership interest.",Ocean Development,Ocean Development Member Inc.,Donald Trump,DJT Holdings LLC,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,checked,,,Active
187,,,Pres. Trump retains an ownership interest in the now-dormant or inactive One Central Park West Associates. Any position he may have or have had with the company has not been reported.,One Central Park West,One Central Park West Associates,Donald Trump,Trump Central Park West Corp.,50.0,Galbreath Columbus Circle Development Associates LP,50.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,checked,,,Active
188,,,Pres. Trump retains an ownership interest in the now-dormant or inactive One Central Park West PT Associates. Any position he may have or have had with the company has not been reported.,One Central Park West,One Central Park West Pt Associates,Donald Trump,One Central Park West Associates,34.3,CPW PT Partners GP,65.7,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,checked,,,Active
1407,approved,,"Jared Kushner served as President &amp; Secretary of One Journal Square Partners Holdings LLC from Dec 1, 2014, to Jan 1, 2017.",K One Journal Square,One Journal Square Partners Holdings LLC,Jared Kushner,K2 One Journal Square Member LLC,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Resolved
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K One Journal Square,One Journal Square Partners Holdings LLC,Ivanka Trump,K2 One Journal Square Member LLC,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Active
,approved,Missing from Working Database 06/21/2018 -SWANSON,,K One Journal Square,"""ONE JOURNAL SQUARE PARTNERS MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",Jared Kushner,One Journal Square Partners Holdings LLC,,,,,,,,0,Resolved,,,,,,,"This asset's parent company, K One Journal Square, LLC, has been divested. ",
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K One Journal Square,"""ONE JOURNAL SQUARE PARTNERS MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",Ivanka Trump,One Journal Square Partners Holdings LLC,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Active
,approved,Missing from Working Database 06/21/2018 -SWANSON,,K One Journal Square,"""ONE JOURNAL SQUARE PARTNERS URBAN RENEWAL COMPANY LLC (Undeveloped Real Estate in Jersey City, NJ)""",Jared Kushner,"""ONE JOURNAL SQUARE PARTNERS MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",,,,,,,,0,Resolved,,,,,,,"This asset's parent company, K One Journal Square, LLC, has been divested. ",
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K One Journal Square,"""ONE JOURNAL SQUARE PARTNERS URBAN RENEWAL COMPANY LLC (Undeveloped Real Estate in Jersey City, NJ)""",Ivanka Trump,"""ONE JOURNAL SQUARE PARTNERS MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Active
1408,approved,,"Jared Kushner served as President &amp; Secretary of One Journal Square Tower North Holdings LLC from Dec 1, 2014, to Jan 1, 2017.",K One Journal Square,One Journal Square Tower North Holdings LLC,Jared Kushner,K2 One Journal Square Member LLC,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Resolved
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K One Journal Square,One Journal Square Tower North Holdings LLC,Ivanka Trump,K2 One Journal Square Member LLC,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Active
,approved,Missing from Working Database 06/21/2018 -SWANSON,,K One Journal Square,"""ONE JOURNAL SQUARE TOWER NORTH MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",Jared Kushner,One Journal Square Tower North Holdings LLC,,,,,,,,0,Resolved,,,,,,,"This asset's parent company, K One Journal Square, LLC, has been divested. ",
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K One Journal Square,"""ONE JOURNAL SQUARE TOWER NORTH MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",Ivanka Trump,One Journal Square Tower North Holdings LLC,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Active
,approved,Missing from Working Database 06/21/2018 -SWANSON,,K One Journal Square,"""ONE JOURNAL SQUARE TOWER NORTH URBAN RENEWAL COMPANY LLC (Undeveloped Real Estate in Jersey City, NJ)""",Jared Kushner,"""ONE JOURNAL SQUARE TOWER NORTH MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",,,,,,,,0,Resolved,,,,,,,"This asset's parent company, K One Journal Square, LLC, has been divested. ",
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K One Journal Square,"""ONE JOURNAL SQUARE TOWER NORTH URBAN RENEWAL COMPANY LLC (Undeveloped Real Estate in Jersey City, NJ)""",Ivanka Trump,"""ONE JOURNAL SQUARE TOWER NORTH MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Active
1409,approved,,"Jared Kushner served as President &amp; Secretary of One Journal Square Tower South Holdings LLC from Dec 1, 2014, to Jan 1, 2017.",K One Journal Square,One Journal Square Tower South Holdings LLC,Jared Kushner,K2 One Journal Square Member LLC,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Resolved
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K One Journal Square,One Journal Square Tower South Holdings LLC,Ivanka Trump,K2 One Journal Square Member LLC,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Active
,approved,Missing from Working Database 06/21/2018 -SWANSON,,K One Journal Square,"""ONE JOURNAL SQUARE TOWER SOUTH MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",Jared Kushner,One Journal Square Tower South Holdings LLC,,,,,,,,0,Resolved,,,,,,,"This asset's parent company, K One Journal Square, LLC, has been divested. ",
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K One Journal Square,"""ONE JOURNAL SQUARE TOWER SOUTH MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",Ivanka Trump,One Journal Square Tower South Holdings LLC,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Active
,approved,Missing from Working Database 06/21/2018 -SWANSON,,K One Journal Square,"""ONE JOURNAL SQUARE TOWER SOUTH URBAN RENEWAL COMPANY LLC (Undeveloped Real Estate in Jersey City, NJ)""",Jared Kushner,"""ONE JOURNAL SQUARE TOWER SOUTH MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",,,,,,,,0,Resolved,,,,,,,"This asset's parent company, K One Journal Square, LLC, has been divested. ",
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K One Journal Square,"""ONE JOURNAL SQUARE TOWER SOUTH URBAN RENEWAL COMPANY LLC (Undeveloped Real Estate in Jersey City, NJ)""",Ivanka Trump,"""ONE JOURNAL SQUARE TOWER SOUTH MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ)""",,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,"This asset's parent company, K One Journal Square, LLC, has been divested. ",Active
1411,approved,"*This asset has been divested. After having been inadvertently omitted, this asset was added during the
ordinary review process with OGE.","Jared Kushner received $1,001 - $2,500 in Interest income from ONONDAGA CNTY NY, bonds the year before his appointment as Pres. Trump&#39;s senior adviser.","""Onondaga County, NY""","""Onondaga Cnty NY, Bonds""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Resolved
1410,,,"Ivanka Trump received $1,001 - $2,500 in Interest income from ONONDAGA CNTY NY, bonds the year before her appointment as her father&#39;s presidential adviser.","""Onondaga County, NY""","""Onondaga Cnty NY, Bonds""",Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Resolved
190,approved,,"Former president of OPO Hotel Manager LLC, in which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, is not inactive nor dormant, and is not part of an entity structure or license deal.",OPO Hotel Manager,OPO Hotel Manager LLC (Management of DC Hotel),Donald Trump,DJT Holdings LLC,76.5,Trump Family Members,22.5,OPO Hotel Manager Member Corp.,1.0,Ivanka OPO Hotel Manager LLC (Management of DC Hotel),,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
1412,approved,,"Ivanka Trump served as Executive Vice President of OPO HOTEL MANAGER LLC (management of DC hotel) from Jun 1, 2013, until Jan 1, 2017. Because she retains an equity interest in the company through Ivanka OPO Hotel Manager LLC, this potential conflict of interest is marked as ""active."" ",OPO Hotel Manager,OPO Hotel Manager LLC (Management of DC Hotel),Ivanka Trump,DJT Holdings LLC,76.5,Trump Family Members,22.5,OPO Hotel Manager Member Corp.,1.0,Ivanka OPO Hotel Manager LLC (Management of DC Hotel),0.0,100,Active,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Active
189,approved,,"Former director/chairman/president of OPO Hotel Manager Member Corp., in which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, and is part of other entity structures.",OPO Hotel Manager,OPO Hotel Manager Member Corp. (Pass-thru Company for OPO Hotel Manager LLC),Donald Trump,DJT Holdings Managing Member LLC,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
1413,approved,"> If this is a pass-thru company, does that make it a parent or subsidiary of the company it's a pass-thru for? ","Ivanka Trump served as Executive Vice President of OPO HOTEL MANAGER MEMBER CORP (pass-thru company for OPO HOTEL MANAGER LLC) from Jun 1, 2013, until Jan 1, 2017. Because she retains an equity interest in the company through Ivanka OPO Hotel Manager LLC, this potential conflict of interest is marked as ""active."" ",OPO Hotel Manager,OPO Hotel Manager Member Corp. (Pass-thru Company for OPO Hotel Manager LLC),Ivanka Trump,DJT Holdings Managing Member LLC,100.0,,,,,,0.0,100,Active,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Resolved
1417,approved,,Jared Kushner received between $0 - $600 in (income type not disclosed) income via three distributions from OPPENHEIMER DEVELOPING MARKETS (ODVYX) the year before his appointment as Pres. Trump's senior adviser.,OppenheimerFunds,Oppenheimer Developing Markets (ODVYX),Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
1416,,,Ivanka Trump received None (or less than $201) in (income type not disclosed) income from OPPENHEIMER DEVELOPING MARKETS (ODVYX) the year before her appointment as her father&#39;s presidential adviser.,,Oppenheimer Developing Markets (ODVYX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
1415,,,Ivanka Trump received None (or less than $201) in (income type not disclosed) income from OPPENHEIMER DEVELOPING MARKETS (ODVYX) the year before her appointment as her father&#39;s presidential adviser.,,Oppenheimer Developing Markets (ODVYX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
1414,,,Ivanka Trump received None (or less than $201) in (income type not disclosed) income from OPPENHEIMER DEVELOPING MARKETS (ODVYX) the year before her appointment as her father&#39;s presidential adviser.,,Oppenheimer Developing Markets (ODVYX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
1420,,,"Ivanka Trump received $5,001 - $15,000 in (income type not disclosed) income from OPPENHEIMER DEVELOPING MARKETS CLASS Y (ODVYX) the year before her appointment as her father&#39;s presidential adviser.",,Oppenheimer Developing Markets Class Y (ODVYX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
1421,approved,,"Jared Kushner received $5,001 - $15,000 in (income type not disclosed) income from OPPENHEIMER DEVELOPING MARKETS CLASS Y (ODVYX) the year before his appointment as Pres. Trump&#39;s senior adviser.",OppenheimerFunds,Oppenheimer Developing Markets Class Y (ODVYX),Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
1422,,,"Ivanka Trump received $2,501 - $5,000 in Interest income from OREGON ST DEPT OF TRANSPRTN HIGHWAY USER TAX REVENUE SER A, bonds the year before her appointment as her father&#39;s presidential adviser.",State of Oregon,"""Oregon State Dept. Of Transportation Highway User Tax Revenue Ser A, Bonds""",Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved
1423,approved,,"Jared Kushner received $2,501 - $5,000 in Interest income from OREGON ST DEPT OF TRANSPRTN HIGHWAY USER TAX REVENUE SER A, bonds the year before his appointment as Pres. Trump&#39;s senior adviser.",State of Oregon,"""Oregon State Dept. Of Transportation Highway User Tax Revenue Ser A, Bonds""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,"This asset has been divested. After having been inadvertently omitted, this asset was added during the ordinary review process with OGE.",Resolved
191,,,Former president/member of OWO Developer LLC. The company is reportedly inactive. Trump retains an ownership stake through DJT Holdings LLC and The Donald J. Trump Revocable Trust.,Owo Developer,Owo Developer LLC,Donald Trump,DJT Holdings LLC,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
1425,,,"Ivanka Trump served as Executive Vice President of OWO DEVELOPER LLC (dormant/inactive) from Nov 1, 2014, until Jan 1, 2017.",,Owo Developer LLC (Dormant/Inactive),Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Resolved
1427,,,"Jared Kushner received $100,001 - $1,000,000 in Rent or Royalties income from OXFORD ARMS ASSOCIATES LIMITED PARTNERSHIP (Residential Real Estate in Edison, NJ) the year before his appointment as Pres. Trump&#39;s senior adviser.",,"""Oxford Arms Associates Limited Partnership (Residential Real Estate In Edison, NJ)""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
1426,,,"Ivanka Trump received $100,001 - $1,000,000 in Rent or Royalties income from OXFORD ARMS ASSOCIATES LIMITED PARTNERSHIP (Residential Real Estate in Edison, NJ) the year before her appointment as her father&#39;s presidential adviser.",,"""Oxford Arms Associates Limited Partnership (Residential Real Estate In Edison, NJ)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
1428,approved,,"Ivanka Trump received $1,001 - $2,500 in Interest income from P.V. DEVELOPMENT, LLC (Undeveloped Real Estate in Long Branch, NJ) the year before her appointment as her father&#39;s presidential adviser.",P.V. Development,"""P.V. Development, LLC (Undeveloped Real Estate In Long Branch, NJ)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
1429,approved,,"Jared Kushner served as Non-member Manager of P.V. Development, LLC from Nov 1, 2015, to Jan 1, 2017. Jared Kushner received $1,001 - $2,500 in Interest income from P.V. DEVELOPMENT, LLC (Undeveloped Real Estate in Long Branch, NJ) the year before his appointment as Pres. Trump&#39;s senior adviser. Because there is no indication his interest in this entity has been divested or placed into a blind trust, it is marked in this database as an active potential conflict of interest.",P.V. Development,"""P.V. Development, LLC (Undeveloped Real Estate In Long Branch, NJ)""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
192,,,"Former member/president of the now-dormant or inactive Panama Ocean Club Management LLC, in which Pres. Trump retains an ownership interest.",Panama Ocean Club Management,Panama Ocean Club Management LLC,Donald Trump,DJT Holdings LLC,99.0,Panama Ocean Club Management Member Corp.,1.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
