Name,ConflictStatus,Story Count,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines,Eric,Melania,Junior
Dt Dubai Golf Manager,Active,4,,,Approved,,"https://www.damacproperties.com/en/media-centre/press-releases/damac-awards-infrastructure-works-contract-at-akoya-oxygen-to-cscec-as-construction-spend,http://www.mcclatchydc.com/news/politics-government/white-house/article172443417.html,http://www.constructionweekonline.com/article-49557-cscec-lands-19m-damac-contract-for-dubais-akoya-oxygen/,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html","73,72",,,
Dt Lido Hotel Manager,Active,3,,,Approved,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365","87,86,904",,,
THC DC Restaurant Hospitality,Active,0,,,Approved,,,"235,1581",,,
THC Vancouver,Active,0,,,Approved,,,"258,259",,,
Veggie Grill,Unclear,1,"Veggie Grill, a restaurant in Manhattan Beach, Calif. which Jared Kushner has a stake in.",,Approved,,https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,,,,
New York St Thruway Auth 2Nd Gen Highway &Amp; Bridge Trust Fund Ser A,Unclear,0,,,Approved,,,1366,,,
New York St Ser A,Unclear,0,,,Approved,,,1362,,,
Truth About Israel,Unclear,1,Organized a ball at Mar-a-Lago to show support for President Trump.,,Approved,,https://www.washingtonpost.com/news/post-politics/wp/2018/02/26/israel-focused-charity-praises-trump-and-pays-him-at-mar-a-lago-gala/?utm_term=.59e4b7dbed4c,,,,
Bank of America,Active,0,,,Approved,,,770,,,
Midland Associates,Active,0,,,Approved,,,177,,,
Trump Hotel,Active,0,,,Approved,,,359,,,
Trump Marks Punta Del Este,Active,0,,,Approved,,,"448,447",,,
National Endowment for the Humanities,Unclear,1,,,Approved,,https://www.nytimes.com/2018/07/26/business/ken-kurson-jared-kushner.html,,,,
JK THRIVE V,Resolved,0,,,Approved,,,"1119,1120",,,
Trump Las Vegas Sales &Amp; Marketing,Active,0,,"7/25/2017 added sales &amp; marketing deal per 2017 financial disclosure, Part 2, ref. #191.",Approved,,,382,,,
KF- Faire Fund II,Unclear,0,,,Approved,,,1202,,,
UTAH ST RFDG SER C,Resolved,0,,,Approved,,,Unnamed record,,,
Dt Tower Ii,Active,2,,,Approved,,"http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.forbes.com/trump-tenants/#4fcc6c891d32","123,122",,,
NK 80 MAIDEN MEZZ,Unclear,0,,,Approved,,,,,,
Gowan Associates,Active,0,,,Approved,,,"1034,668,1033,1186,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Tw Venture Ii,Active,0,,,Approved,,,"550,549",,,
Dt Connect,Unclear,0,,Marked as Unclear by HN on 8/23/18. ,Approved,,,"68,67",,,
Vegas Seven,Unclear,1,Vegas Seven is an online news publication in Las Vegas which Jared Kushner has a stake in.,,Approved,,https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,,,,
Trump 845,Active,0,,,Approved,,,298,,,
Trump Marks Sunny Isles I,Active,1,,,Approved,,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,"456,455",,,
U.S. Treasury Department,Unclear,5,,,Approved,,"https://nypost.com/2018/03/05/bank-reported-trump-lawyers-payment-to-stormy-daniels-as-suspicious/,https://amp.thedailybeast.com/trump-org-gifts-treasury-dollar150k-in-foreign-government-emoluments,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992",,,,
Kushner Companies,Active,19,,,Approved,,"https://www.usatoday.com/story/news/2018/06/07/cozy-land-deals-meant-big-money-trump-family-and-friends/677126002/,https://amp.businessinsider.com/charles-kushner-qatar-finance-minister-meeting-666-fifth-ave-2018-6,https://www.nytimes.com/2018/05/17/nyregion/kushner-deal-qatar-666-5th.html,https://www.oge.gov/web/oge.nsf/All%20Documents/2C62A672E2AF5BAC8525825C00518004/$FILE/Letter%20to%20Congressman%20Krishnamoorthi.pdf?open,https://www.bloomberg.com/amp/news/articles/2018-03-13/kushner-conflict-cloud-hovers-over-brooklyn-sale-linked-to-japan,https://mobile.nytimes.com/2018/03/10/business/trumps-kushners-hotel-deals.html?referer=https://amp-cnn-com.cdn.ampproject.org/c/s/amp.cnn.com/cnn/2018/03/11/politics/new-york-times-jared-kushner-donald-trump-hotel/index.html,https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,https://www.npr.org/2018/06/12/619101573/ivanka-trump-and-jared-kushner-earned-more-than-80-million-last-year-filings-sho,https://www.bloomberg.com/news/articles/2018-02-15/kushner-investors-said-to-be-subpoenaed-by-u-s-tax-authorities?utm_content=politics&utm_campaign=socialflow-organic&utm_source=twitter&utm_medium=social&cmpid%3D=socialflow-twitter-politics,https://www.theguardian.com/us-news/2018/feb/04/jared-kushner-property-empire-trump,http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html,https://www.washingtonpost.com/politics/kushners-ties-to-israeli-firms-at-issue-as-he-visits-region-on-peace-mission/2018/06/21/cc3a3438-730c-11e8-9780-b1dd6a09b549_story.html?utm_term=.88424d3f7ac4,https://mobile.nytimes.com/2018/06/21/business/trumps-kushners-end-hotel-deals.html,https://www.nytimes.com/2018/07/11/business/jared-kushner-business-washington.html,https://money.cnn.com/2018/08/03/news/companies/kushner-666-fifth-avenue-brookfield/index.html,https://money.cnn.com/2018/08/03/news/companies/kushner-666-fifth-avenue-brookfield/index.html,https://www.bloomberg.com/amp/news/articles/2018-08-04/kushners-give-up-control-of-manhattan-tower-to-save-themselves,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,https://www.nytimes.com/2018/08/27/nyregion/kushner-cohen-rent-regulated-tenants.html",1221,,,
Trump 106,Active,0,,,Approved,,,296,,,
California St Bonds,Unclear,0,,,Approved,,,813,,,
Hyde Park,Active,0,,,Approved,,,163,,,
B Monmouth Mall,Resolved,0,,,Approved,,,"766,765,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
THC China Technical Services,Active,0,,,Approved,,,"234,233",,,
New York St Urban DEV Corp REV St Pers Income Tax Ser A1,Unclear,0,,,Approved,,,1368,,,
New York St Thruway,Unclear,0,,,Approved,,,,,,
"Charlotte, NC",Resolved,0,,,Approved,,,"820,821",,,
Trump Lntematlonal Hotel And Tower Condominium,Unclear,1,,status missing,Approved,,https://www.forbes.com/trump-tenants/#4fcc6c891d32,383,,,
New Sunshine LLC,Unclear,1,,"Because the company reportedly no longer has an active relationship with Melania Trumps business line and it is not listed as an asset of the First Lady on Pres. Trumps financial disclosure, this potential conflict is marked as &quot;resolved.&quot;",Approved,,http://www.mcclatchydc.com/news/politics-government/congress/article134287344.html,,,checked,
Trump Marks Products,Active,0,,,Approved,,,"442,441",,,
Metallurgical Corporation of China (M.C.C.),Unclear,6,"The Trump Organization’s partner in a lavish Indonesian development project boasting a six-star hotel and golf course with President Trump’s name has brought on a new ally: a Chinese state-owned company. The Indonesian partner, the MNC Group, said it had struck a deal with an arm of Metallurgical Corporation of China, a state-owned construction company, to build a theme park next door to the planned Trump properties.",,Approved,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.nytimes.com/2018/05/28/business/ivanka-trump-china-trademarks.html,http://thehill.com/homenews/house/389571-more-than-60-dem-lawmakers-demand-ethics-investigation-into-trumps,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html",,,,
Trump International Golf Links - Doonbeg,Active,0,,,Approved,,,"366,367",,,
"Dutchess County, NY",Resolved,0,,,Approved,,,"938,939",,,
Landings at Harborside,Active,0,,,Approved,,,"Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Maryland St Dept Transn,Unclear,0,,,Approved,,,1285,,,
Lamington Family Holdings,Active,0,,,Approved,,,169,,,
715 Park Avenue Associates,Active,0,,,Approved,,,740,,,
Rpv Development,Active,0,,,Approved,,,209,,,
Florham Park Realty Associates,Active,0,,,Approved,,,1010,,,
Tipperary Realty,Active,0,,,Approved,,,281,,,
Trump Empire State,Active,0,,,Approved,,,339,,,
Donald J Trump Enterprises,Active,0,,,Approved,,,50,,,
Kushner Media Ventures,Unclear,0,,,Approved,,,,,,
Trump World Publications,Active,0,,,Approved,,,544,,,
Djt Operations Ii,Active,0,,,Approved,,,49,,,
Trump Virginia Lot 5,Active,0,,,Approved,,,"538,539",,,
New York Presbyterian Hospital,Unclear,1,"The foundation gave at least $326,000 to New York Presbyterian Hospital and $250,750 to its sister institution, the Hospital for Special Surgery, which is also based in New York City.",,Approved,,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,,,,
Trump&#39;S Castle Management,Active,0,,,Approved,,,546,,,
Plaza Consulting,Active,0,,,Approved,,,200,,,
Tiht Member,Active,0,,,Approved,,,279,,,
Seven Springs,Active,0,,,Approved,,,211,,,
Michael Cohen,Unclear,6,,,Approved,,"https://www.washingtonpost.com/politics/in-new-financial-disclosure-trump-reports-apparent-payment-through-his-personal-attorney-to-adult-film-star/2018/05/16/cf6171f2-592c-11e8-b656-a5f8c2a9295d_story.html?noredirect=on&utm_term=.ded1e82e4416,https://www.citizen.org/sites/default/files/may_2018_cohen_complaint_final.pdf,https://www.cnn.com/2018/05/09/politics/michael-cohen-trump-lobbying/index.html,https://www.nytimes.com/2018/04/09/us/politics/trump-mueller-ukraine-victor-pinchuk.html,https://www.cnn.com/2018/08/22/politics/michael-cohen-trump-foundation-subpoena/index.html,https://mobile.reuters.com/article/amp/idUSKCN1L91MS",,,,
CK Realty Holdings,Resolved,0,,,Approved,,,,,,
J.P. Morgan,Unclear,0,,,Approved,,,,,,
THC Hotel Development,Active,0,,,Approved,,,240,,,
The Daily Mail,Unclear,1,,"Because this lawsuit was settled, the potential conflict of interest is marked as &quot;resolved.&quot; Specific business holdings of Melania Trump remain marked as confirmed conflicts of interest.",Approved,,https://www.nytimes.com/2017/02/07/us/politics/melania-trump-libel-suit-daily-mail.html,,,,
Hwa 1290 Iv,Active,0,,,Approved,,,160,,,
Pinecrest Lake Building Associates,Active,0,,,Approved,,,1456,,,
Hwa 1290 V,Active,0,,,Approved,,,161,,,
SQ Associates,Unclear,0,,,Approved,,,,,,
Ivanka M. Trump Charitable Fund,Unclear,2,,,Approved,,"https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html",,,,
OPO Hotel Manager,Active,0,,,Approved,,,"190,189,1412,1413,1105",,,
Kushner Credit Opportunity Fund,Active,0,,,Approved,,,"1222,1223",,,
Wexford Hall,Active,0,,,Approved,,,555,,,
Route 10 Associates,Active,0,,,Approved,,,"1505,1506,660,663,665,705,1507,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
JP Morgan Chase & Co,Unclear,0,,,Approved,,,1124,,,
Country Apartments,Active,0,,,Approved,,,34,,,
New York State Urban Dev,Unclear,0,,,Approved,,,,,,
Sixty One Associates,Active,0,,,Approved,,,1541,,,
Trump International Golf Club - Florida,Active,1,,,Approved,,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,364,,,
Spring Creek Plaza,Active,0,,,Approved,,,215,,,
175 Pearl Street,Active,1,,,Approved,,https://www.bloomberg.com/amp/news/articles/2018-03-13/kushner-conflict-cloud-hovers-over-brooklyn-sale-linked-to-japan,,,,
K2w2 26Js Holdings,Unclear,0,,,Approved,,,,,,
Qvc,Unclear,0,,"Because the company reportedly no longer has an active relationship with Melania Trumps business line and it is not listed as an asset of the First Lady on Pres. Trumps financial disclosure, this potential conflict is marked as &quot;resolved.&quot;",Approved,,,,,,
Qatar Government,Unclear,1,,,Approved,,https://www.theguardian.com/us-news/2018/may/04/trump-qatar-buys-apartment-new-york-tower,,,,
Trump Marks Canouan,Active,0,,,Approved,,,"402,401",,,
Georgia St Bonds,Unclear,0,,,Approved,,,1026,,,
Bruckner P Corp,Unclear,0,,,Approved,,,,,,
New York St Dorm Auth Revs Nonst Supported Debt Cornell UnIV B,Unclear,0,,,Approved,,,1350,,,
One Central Park West,Active,0,,,Approved,,,"187,188",,,
Trump Marks Philadelphia,Active,0,,,Approved,,,"437,438",,,
Nextera Energy,Resolved,0,,,Approved,,,"1380,1381,1382,1383",,,
"Village KF 4-9-10 Associates, LP",Unclear,0,,* See Internal Notes in Ethics Doc Lines. - CS,Approved,,,"Unnamed record,Unnamed record",,,
The Art Of The Deal,Active,0,,,Approved,,,267,,,
K Gaia Village  2 Associates,Active,0,,,Approved,,,"1146,1147,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
CNA Financial Corporation,Resolved,0,,,Approved,,,"843,844",,,
Dt Marks Qatar,Resolved,1,,dissolved as of 1/26/18,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"111,110",,,
Broadband Proliferation Partners,Active,0,,,Approved,,,"789,790",,,
Trump Marks Ft. Lauderdale,Active,0,,,Approved,,,"411,412",,,
Signature Bank,Active,1,"ne of three banks whose ties to Kushner have been widely reported to be under review by New York banking regulators. The bank’s board members have included Ivanka Trump and former Republican U.S. senator Al D’Amato, a dealmaker and power broker in New York business and politics who has been a vocal supporter of President Trump.",,Approved,,https://www.usatoday.com/story/news/2018/06/07/cozy-land-deals-meant-big-money-trump-family-and-friends/677126002/,1528,,,
Yorktown Real Estate Formerly Yorktown Development Associates,Active,0,,,Approved,,,563,,,
KF Westwood Partner,Active,0,,,Approved,,,"1195,1197,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Trump Caribbean,Active,2,,,Approved,,"https://www.npr.org/2017/05/11/527811206/sale-of-trump-property-raises-ethical-questions-about-potential-buyers-motives,https://www.washingtonpost.com/news/post-politics/wp/2017/08/01/the-asking-price-for-president-trumps-caribbean-estate-has-been-cut-dramatically/?utm_term=.63fee190a91a",313,,,
Dt Marks Baku,Active,0,,,Approved,,,"91,90",,,
Trump Marks Westchester,Active,0,,,Approved,,,"465,466",,,
Trump Chicago Development,Active,0,,,Approved,,,319,,,
Flights (Formerly Trump Flights),Active,0,,,Approved,,,140,,,
WAKE CNTY NC RFDG,Resolved,0,,,Approved,,,Unnamed record,,,
Trump Tower Condominium Residential Section,Unclear,3,,status missing,Approved,,"https://www.theguardian.com/us-news/2018/may/04/trump-qatar-buys-apartment-new-york-tower,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.washingtonpost.com/politics/at-president-trumps-hotel-in-new-york-revenue-went-up-this-spring--thanks-to-a-visit-from-big-spending-saudis/2018/08/03/58755392-9112-11e8-bcd5-9d911c784c38_story.html?utm_term=.3a97c3f2cf0f",524,,,
Victor Pinchuk,Unclear,1,"Investigators subpoenaed the Trump Organization this year for an array of records about business with foreign nationals. In response, the company handed over documents about a $150,000 donation that the Ukrainian billionaire, Victor Pinchuk, made in September 2015 to the Donald J. Trump Foundation in exchange for a 20-minute appearance by Mr. Trump that month through a video link to a conference in Kiev.",,Approved,,https://www.nytimes.com/2018/04/09/us/politics/trump-mueller-ukraine-victor-pinchuk.html,,,,
Police Athletic League,Unclear,1,,"Pres. Trump no longer holds a position with this organization that has donated so consistently to his nonprofit; nonetheless, due to the longstanding nature of that connection and the lack of clarity about the foundations current activity status, this is marked as &quot;unclear.&quot;",Approved,,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,203,,,
Trump International Golf Links - Scotland,Active,7,"Trump International Golf Links, Scotland is a golf course in Balmedie, Aberdeenshire, Scotland, owned by Donald Trump. It opened in 2012. The Trump Organization is currently working on expanding the property.",,Approved,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.nytimes.com/2016/11/21/business/with-a-meeting-trump-renewed-a-british-wind-farm-fight.html?_r=0,https://www.washingtonpost.com/politics/trumps-presidency-overseas-business-deals-and-relations-with-foreign-governments-could-all-become-intertwined/2016/11/25/d2bc83f8-b0e2-11e6-8616-52b15787add0_story.html?utm_term=.6474a90a3947,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html,https://abcnews.go.com/amp/Business/wireStory/trumps-scottish-resort-expand-raising-ethics-concerns-56822706",368,,,
Trump Marks Asia,Active,0,,,Approved,,,"392,391",,,
First Member,Active,0,,,Approved,,,139,,,
Hartford Funds,Active,0,,,Approved,,,1038,,,
"Ivanka Trump received $15,001 - $50,000 in Rent or Royalties income from K 26 JOURNAL SQUARE, LLC (Commercial Real Estate in Jersey City, NJ) the year before her appointment as her father&#39;s presidential adviser.",Unclear,0,,,Approved,,,,,,
Trump Golf Coco Beach,Active,0,,,Approved,,,"355,354",,,
Trump Toronto Hotel,Active,1,,"7/25/2017 added management deal details per 2017 financial disclosure, Part 2, ref. #142.",Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,521,,,
Sussex Hall,Active,0,,,Approved,,,219,,,
Magnolia Building Associates,Active,0,,,Approved,,,1280,,,
"Erie County, NY",Resolved,0,,,Approved,,,"970,971",,,
Bahrain,Unclear,1,In 2016 the hotel was host to a National Day celebration for the Kingdom of Bahrain.,,Approved,,http://www.huffingtonpost.com/entry/donald-trump-bahrain_us_583de2a5e4b0c33c8e1282d0?inyv55o07g8horms4i,,,,
Trump Marks Toronto,Active,0,,,Approved,,,"461,462",,,
DAMAC Properties,Unclear,4,Trump Organization partner in Trump World Golf Club Dubai project.,,Approved,,"https://www.mcclatchydc.com/news/politics-government/white-house/article213164779.html,https://www.damacproperties.com/en/media-centre/press-releases/damac-awards-infrastructure-works-contract-at-akoya-oxygen-to-cscec-as-construction-spend,http://www.mcclatchydc.com/news/politics-government/white-house/article172443417.html,http://www.constructionweekonline.com/article-49557-cscec-lands-19m-damac-contract-for-dubais-akoya-oxygen/",,,,
New York St Local Govt Assistance Corp Rfdg Sub Lien Ser A,Unclear,0,,,Approved,,,1360,,,
KF- Park Street Capital Pe Fund Ix,Unclear,0,,,Approved,,,1204,,,
Dt Lido Golf Manager,Active,3,,,Approved,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365","85,84,902",,,
Elmwood Chicago,Unclear,0,,,Approved,,,,,,
Celgene,Unclear,1,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
