Name,ConflictStatus,Story Count,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines,Eric,Melania,Junior,Trump,Ivanka,Jared,Conflicting Entities,Internal Review,Draft Description
Deutsche Bank,Active,18,,,Approved,3/16/2019 HN: @Lynn Walsh  Here's another draft description. Thanks! ,"https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,https://www.cnbc.com/2018/11/08/trumps-deutsche-bank-ties-just-one-of-several-issues-for-house-rep-waters-says.html,https://www.nytimes.com/2018/11/29/business/deutsche-bank-money-laundering-raid.html#click=https://t.co/SK9NdSKEhl,https://www.nbcnews.com/politics/donald-trump/schiff-said-he-wants-obtain-trump-s-deutsche-bank-records-n948541,https://www.cnn.com/2019/01/24/politics/house-investigations-deutsche-bank-trump-organization/index.html,https://www.cnn.com/2019/01/24/politics/house-investigations-deutsche-bank-trump-organization/index.html,https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291,https://www.nbcnews.com/politics/congress/house-committees-subpoena-trump-s-bank-records-n994991,https://www.cnn.com/2019/04/15/politics/deutsche-bank-subpoena/index.html,https://www.washingtonpost.com/graphics/2019/politics/trump-statements-of-financial-condition/?noredirect=on&utm_term=.13c08bffe480,https://www.nbcbayarea.com/news/politics/New-York-Attorney-Probing-Trump-Business-Deals-507038091.html,https://www.nytimes.com/2019/03/18/business/trump-deutsche-bank.html,https://www.cnn.com/2019/04/24/politics/deutsche-bank-trump-records/index.html,https://www.washingtonpost.com/business/democrats-subpoena-banks-as-they-probe-trump-finances/2019/04/15/d23a73f8-5feb-11e9-bf24-db4b9fb62aa2_story.html?utm_term=.bdafd5ba005a,https://www.npr.org/2019/04/30/718597829/trump-sues-2-banks-to-block-democrats-from-investigating-his-finances,https://www.cnn.com/2019/05/02/politics/trump-bank-subpoena-fight-capital-one-deutsche-bank/index.html,https://www.cnn.com/2019/04/29/politics/trump-lawsuit-capital-one/index.html,https://www.cnn.com/2019/05/13/politics/trump-subpoena-case/","871,870,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,checked,,,,requires review,"For years preceding his presidency, the German company Deutsche Bank for years was one of the only financial institutions willing to do business with Donald Trump. The bank loaned him approximately $100 million in 2012 for Trump National Doral in South Florida, another $25 million to $50 million the same year for the Trump International Hotel and Tower in Chicago, and over $50 million in 2015 for the Old Post Office Hotel in Washington, D.C. Those transactions, as well as Trump’s failed attempt to purchase the Buffalo Bills football team in 2014, are under scrutiny by the New York Attorney General and Congressional investigators following Trump attorney Michael Cohen’s testimony that Trump over-stated his financial worth to establish a higher line of credit with the bank. New York State banking regulators also looked into Deutsche Bank in 2018, but took no action. "
Development Corporation for Israel,Resolved,0,,,Approved,,,"872,873",,,,,,,,,
Dimensional Fund Advisors,Active,0,,,Approved,,,"875,877,874,876",,,,,,,,,
DJ Aerospace (Bermuda),Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,42,,,,checked,,,,,
DJNJ Frito,Resolved,0,,,Approved,,,"879,Unnamed record,878",,,,,,,,,
DJT Aerospace,Active,0,,,Approved,,,"43,880",,,,,,,,,
DJT Holdings,Active,0,,,Approved,,,"44,45,882,881,46,47",,,,,,,,,
DJT Land Holdings,Active,0,,,Approved,,,,,,,,,,,,
DJT Operations CX,Active,0,,,Approved,,,,,,,,,,,,
DJT Operations I,Active,0,,,Approved,,,48,,,,,,,,,
DJT Operations II,Active,0,,,Approved,,,49,,,,,,,,,
Dogan Holding,Unclear,1,"The twinned Trump Towers bear the president-elect’s name in Istanbul. Dogan Holding, a massive media and real estate conglomerate in Turkey, owns the conjoined buildings and pays the Trump Organization to license the Trump name and brand. It can now rely on that name and brand to be sitting in the Oval Office and singing its praises to President Erdogan.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,http://www.huffingtonpost.com/entry/donald-trump-turkey-business_us_5836188ae4b01ba68ac41d9f?,,,,,checked,,,,,
Dominion Resources,Resolved,0,,,Approved,,,"883,888",,,,,,,,,
Donald J Trump Enterprises,Active,0,,,Approved,,,"50,52,51",,,,,,,,,
Donald J. Trump Company,Active,0,,,Approved,,,53,,,,,,,,,
Donald J. Trump Foundation,Unclear,29,"The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",missing status,Approved,connected to record w/ no ID,"https://www.buzzfeed.com/paulmcleod/trump-foundation-received-150000-donation-in-exchange-for-20?utm_term=.hwJDzPkYww#.exE32wrn11,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,https://www.nytimes.com/2018/04/09/us/politics/trump-mueller-ukraine-victor-pinchuk.html,https://www.washingtonpost.com/politics/new-york-files-suit-against-president-trump-alleging-his-charity-engaged-in-illegal-conduct/2018/06/14/c3cbf71e-6fc9-11e8-bd50-b80389a4e569_story.html?utm_term=.4ceb5b79cb06,https://www.npr.org/2018/06/14/620103280/new-york-attorney-general-sues-trump-foundation-and-its-board-of-directors,https://www.npr.org/2018/06/14/619959270/new-yorks-attorney-general-sues-the-trump-foundation,https://www.npr.org/2018/06/14/619974462/n-y-attorney-general-files-suit-against-trump-foundation,https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-sues-trump-foundation-what-might-happen-n883901,https://www.nbcnews.com/think/opinion/trump-foundation-lawsuit-highlights-how-private-charities-can-be-used-ncna883516,https://www.cnn.com/2018/06/14/opinions/new-york-ag-lawsuit-trump-opinion-dantonio/index.html,https://edition.cnn.com/2018/06/19/politics/trump-foundation-q-and-a/,https://www.cnn.com/2018/08/22/politics/michael-cohen-trump-foundation-subpoena/index.html,https://mobile.reuters.com/article/amp/idUSKCN1L91MS,https://www.npr.org/2018/10/04/654587755/new-york-ag-presses-forward-with-suit-against-trumps-charitable-foundation,https://www.washingtonpost.com/national/new-york-ag-fires-another-salvo-at-trump-foundation/2018/10/04/43caf280-c835-11e8-9c0f-2ffaf6d422aa_story.html?utm_term=.7831bc6a8c80,https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html,https://www.wnycstudios.org/story/trump-inc-trump-taxes-art-dodge,https://www.npr.org/2018/10/04/654587755/new-york-ag-presses-forward-with-suit-against-trumps-charitable-foundation,https://www.nbcnews.com/politics/politics-news/judge-allows-lawsuit-against-trump-foundation-proceed-rejects-trump-claim-n939526,https://www.cnn.com/2018/11/21/politics/trump-org-braces-for-dems/index.html,https://www.cnn.com/2018/11/26/politics/trump-foundation-filing/index.html,https://www.cnn.com/2018/11/23/politics/trump-foundation-new-york-state-lawsuit/index.html,https://www.washingtonpost.com/politics/new-york-state-judge-allows-suit-against-trump-and-his-personal-charity-to-proceed/2018/11/23/f5674d0e-ef4f-11e8-96d4-0d23f2aaad09_story.html?utm_term=.486014441937,https://www.nbcnews.com/politics/donald-trump/incoming-new-york-attorney-general-plans-wide-ranging-investigations-trump-n946706,https://www.bloomberg.com/graphics/trump-administration-conflicts/?cmpid=BBD121218_BIZ&utm_medium=email&utm_source=newsletter&utm_term=181212&utm_campaign=bloombergdaily,https://amp.cnn.com/cnn/2018/12/18/politics/trump-foundation-dissolve/index.html,https://www.washingtonpost.com/politics/mounting-legal-threats-surround-trump-as-nearly-every-organization-he-has-led-is-under-investigation/2018/12/15/4cfb4482-ffbb-11e8-862a-b6a6f3ce8199_story.html?utm_term=.c506a16783ad,https://www.washingtonpost.com/politics/trump-lashes-out-at-new-york-ag-who-sued-his-foundation/2018/12/19/36f0ee16-039f-11e9-9122-82e98f91ee6f_story.html?utm_term=.2df25a544a51,https://www.bloomberg.com/news/articles/2019-03-15/trump-should-pay-5-6-million-penalty-over-charity-n-y-says","54,Unnamed record",,,,checked,,,,,
Donald J. Trump Grantor Trust,Active,0,,,Approved,,,55,,,,,,,,,
Donald J. Trump Revocable Trust,Active,1,,,Approved,,https://www.propublica.org/article/trump-pull-money-his-businesses-whenever-he-wants-without-telling-us,56,,,,checked,,,,,
DSN Licensing (Formerly Trump Marks Network),Resolved,0,,dissolved as of 11/9/16,Approved,,,"58,57",,,,,,,,,
DT App Warrant Holding,Active,0,,,Approved,,,"60,59,890",,,,,,,,,
DT Bali Golf Manager,Active,1,,,Approved,,http://mobile.nytimes.com/2016/12/31/world/asia/indonesia-donald-trump-resort.html,"62,61,891,892",,,,checked,,,,,
DT Bali Hotel Manager,Active,1,,,Approved,,http://mobile.nytimes.com/2016/12/31/world/asia/indonesia-donald-trump-resort.html,"64,63,893,894",,,,checked,,,,,
DT Bali Technical Services Manager,Active,1,,,Approved,,http://mobile.nytimes.com/2016/12/31/world/asia/indonesia-donald-trump-resort.html,"66,65,895,896",,,,checked,,,,,
DT Connect,Unclear,0,,Marked as Unclear by HN on 8/23/18. ,Approved,,,"68,67",,,,,,,,,
DT Connect Europe,Active,0,,,Approved,,,,,,,,,,,,
DT Connect II,Active,0,,,Approved,,,"71,70",,,,,,,,,
DT Endeavor,Active,0,,,Approved,,,"610,589",,,,,,,,,
DT Home Marks International,Active,0,,,Approved,,,"77,76",,,,,,,,,
DT India Venture,Active,8,,,Approved,,"http://economictimes.indiatimes.com/news/politics-and-nation/donald-trump-meets-indian-partners-hails-pm-modis-work/articleshow/55465060.cms,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://newrepublic.com/article/147351/political-corruption-art-deal,http://www.foxnews.com/politics/2018/02/21/trump-jr-steals-spotlight-from-canadas-trudeau-as-india-visits-coincide.html,https://www.washingtonpost.com/world/trump-jr-to-give-foreign-policy-speech-while-on-unofficial-business-trip-to-india/2018/02/19/37d00c37-d9e8-40c4-934b-0a26b8160dcd_story.html?utm_term=.8a66e23946b3,https://www.nbcbayarea.com/news/local/San-Francisco-Ethics-Official-Files-Suit-Against-Secret-Service-Over-Trump-Jrs-India-Trip-Records-490844011.html?amp=y,https://www.washingtonpost.com/national/taxpayers-cost-for-trump-jrs-business-trip-to-india-nearly-100k-documents-show/2018/11/15/1ea6153a-9f58-4718-83d8-dff80ad42f9e_story.html?utm_term=.896cb67f10b7","79,78,901",,,,checked,,,,,
DT Lido Golf Manager,Active,3,,,Approved,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365","85,84,902,903",,,,checked,,,,,
DT Lido Hotel Manager,Active,3,,,Approved,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365","87,86,904,905",,,,checked,,,,,
DT Lido Technical Services Manager,Active,3,,,Approved,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365","89,88,906,907",,,,checked,,,,,
DT Marks Baku,Active,0,,,Approved,,,"91,90,908,909",,,,,,,,,
DT Marks Bali,Active,1,,,Approved,,http://mobile.nytimes.com/2016/12/31/world/asia/indonesia-donald-trump-resort.html,"93,92,910,911",,,,checked,,,,,
DT Marks Gurgaon,Active,0,,,Approved,,,"99,98,914,915",,,,,,,,,
DT Marks Jersey City,Active,0,,,Approved,,,"100,916",,,,,,,,,
DT Marks Jupiter,Active,0,,,Approved,,,101,,,,,,,,,
DT Marks Lido,Active,3,,,Approved,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365","103,102,917,918",,,,checked,,,,,
DT Marks Products International,Active,0,,,Approved,,,"105,104",,,,,,,,,
DT Marks Pune,Active,0,,,Approved,,,"107,106,921",,,,,,,,,
DT Marks Pune II,Active,0,,,Approved,,,"109,108,919,920",,,,,,,,,
DT Marks Qatar,Resolved,1,,dissolved as of 1/26/18,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"111,110,922,923",,,,checked,,,,,
DT Marks Rio,Active,1,,,Approved,,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,"112,113,924,925",,,,checked,,,,,
DT Marks Vancouver,Active,0,,,Approved,,,"115,114,926,927",,,,,,,,,
DT Marks Worli,Active,0,,,Approved,,,"117,116,928,929",,,,,,,,,
DT Tower Gurgaon,Active,0,,,Approved,,,"119,118,930,931",,,,,,,,,
DT Tower I,Active,4,,,Approved,,"http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html,https://www.businessinsider.com/how-many-trump-towers-are-there-2019-1","121,120",,,,checked,,,,,
DT Tower II,Active,3,,,Approved,,"http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.businessinsider.com/how-many-trump-towers-are-there-2019-1","122,123",,,,checked,,,,,
DT Tower Kolkata,Active,0,,,Approved,,,"125,124,932,933",,,,,,,,,
DT Venture,Active,0,,,Approved,,,"591,612,590,611",,,,,,,,,
DTTM Operations,Active,0,,,Approved,,,"127,126,934,935",,,,,,,,,
DTW Venture,Active,0,,,Approved,,,"129,128",,,,,,,,,
"Durham County, NC",Resolved,0,,,Approved,,,"937,936",,,,,,,,,
"Dutchess County, NY",Resolved,0,,,Approved,,,"938,939",,,,,,,,,
East 61 St. Company,Active,0,,,Approved,,,130,,,,,,,,,
Easton North Associates,Active,0,,,Approved,,,"942,941",,,,,,,,,
Eaton Vance,Active,0,,,Approved,,,"949,948,950,945",,,,,,,,,
Ecolab Inc,Resolved,0,,,Approved,,,"955,956",,,,,,,,,
EID Venture I,Active,0,,,Approved,,,"132,131",,,,,,,,,
EID Venture II,Active,0,,,Approved,,,"134,133",,,,,,,,,
Elmwood V. Associates,Active,0,,,Approved,connected to record w/ no ID,,,,,,,,,,,
Energy Transfer Partners,Unclear,1,"According to financial disclosures filed in May 2016, President Donald Trump owned between $15,000 and $50,000 in stock in Texas-based Energy Transfer Partners. That's down from between $500,000 and $1 million a year earlier.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.bloomberg.com/politics/articles/2016-11-25/trump-s-stock-in-oil-pipeline-company-raises-concern,,,,,checked,,,,,
Entertainment Partners,Active,0,,,Approved,,,Unnamed record,,,,,,,,,
"Erie County, NY",Resolved,0,,,Approved,,,"970,971",,,,,,,,,
Essential Consultants,Unclear,2,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.citizen.org/sites/default/files/may_2018_cohen_complaint_final.pdf,https://www.cnn.com/2018/05/09/politics/michael-cohen-trump-lobbying/index.html",,,,,checked,,,,,
Excel Venture I,Active,0,,,Approved,,,"135,136",,,,,,,,,
Exxon Mobil,Resolved,1,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,"982,983",,,,checked,,,,,
FabFitFun,Resolved,0,,,Approved,,,"984,985",,,,,,,,,
Faire Fund,Unclear,0,,,Approved,,,"1203,Unnamed record,1202",,,,,,,,,
FBI,Unclear,15,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.nytimes.com/2018/07/26/business/ken-kurson-jared-kushner.html,https://www.washingtonpost.com/business/2018/07/30/trump-intervenes-fbi-headquarters-project/?utm_term=.75781ffbd5ab,https://www.washingtonpost.com/local/inspector-general-report-trump-involved-in-fbi-hq-decision/2018/08/27/e89f0812-aa41-11e8-9a7d-cd30504ff902_story.html?utm_term=.a7b25b7e8c92,https://www.washingtonpost.com/business/2018/08/27/white-house-role-fbi-headquarters-plan-detailed-watchdog-report/?utm_term=.ef2c1f7ae015,https://www.cbsnews.com/news/inspector-general-report-trump-involved-in-fbi-headquarters-decision/,https://www.npr.org/2018/08/28/642696449/government-watchdog-raises-questions-about-trumps-decision-not-to-move-fbi,https://www.cnn.com/2018/10/18/politics/trump-fbi-building/index.html,https://www.npr.org/2018/10/18/658509261/trump-intervened-in-fbi-hq-project-to-protect-his-hotel-democrats-allege,https://www.nbcnews.com/politics/white-house/democrats-demand-white-house-documents-fbi-headquarters-move-n930406,https://www.nytimes.com/2019/01/11/us/politics/fbi-trump-russia-inquiry.html,https://www.washingtonpost.com/graphics/2019/politics/read-the-mueller-report/?noredirect=on&utm_term=.89d65591f96b,https://www.nytimes.com/interactive/2019/04/18/us/politics/mueller-report-document.html?mtrref=www.google.com,https://www.cnn.com/politics/live-news/robert-mueller-report-public/index.html,http://time.com/5567077/mueller-report-release/,https://www.politifact.com/truth-o-meter/article/2019/apr/18/context-comparing-bill-barrs-summary-mueller-repor/",,,,,checked,,,,,
Federal Election Commission,Unclear,5,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.washingtonpost.com/politics/new-york-files-suit-against-president-trump-alleging-his-charity-engaged-in-illegal-conduct/2018/06/14/c3cbf71e-6fc9-11e8-bd50-b80389a4e569_story.html?utm_term=.4ceb5b79cb06,https://www.npr.org/2018/06/14/619959270/new-yorks-attorney-general-sues-the-trump-foundation,https://www.npr.org/2018/06/14/619974462/n-y-attorney-general-files-suit-against-trump-foundation,https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-sues-trump-foundation-what-might-happen-n883901,https://www.wsj.com/articles/donald-trump-played-central-role-in-hush-payoffs-to-stormy-daniels-and-karen-mcdougal-1541786601",,,,,checked,,,,,
