fiscalYear,fiscalYearType,appropriationType,account,agency,operatingUnit,category,sector,amount
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Tunisia,Education and Social Services,Basic Education,100000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Tunisia,Education and Social Services,Higher Education,400000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Tunisia,Environment,Environment,250000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Unallocated Earmarks,Program Management,Monitoring and Evaluation,48587000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Venezuela,"Democracy, Human Rights, and Governance",Civil Society,4550000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Venezuela,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Venezuela,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,450000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Vietnam,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Vietnam,Environment,Environment,3000000
2010,FY 2010 Supp,Supplemental,Economic Support Fund - OCO,USAID and Department of State,Vietnam,Environment,Environment,12000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Africa Regional Office (USAID),Peace and Security,Counterterrorism,750000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,"Democracy, Human Rights, and Governance",Civil Society,8550000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,"Democracy, Human Rights, and Governance",Good Governance,14200000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,100000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,5250000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Economic Development,Agriculture,5000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Economic Development,Economic Opportunity,2500000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Economic Development,Financial Sector,4200000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Economic Development,Infrastructure,51550000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Economic Development,Macroeconomic Foundation for Growth,2000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Economic Development,Private Sector Competitiveness,5868000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Economic Development,Trade and Investment,3400000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Education and Social Services,Basic Education,9500000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Education and Social Services,Social Assistance,168600000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Education and Social Services,Social Services,7000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Health,Maternal and Child Health,9300000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Health,Nutrition,200000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Health,Other Public Health Threats,8400000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Health,Water Supply and Sanitation,41000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Humanitarian Assistance,"Protection, Assistance and Solutions",45100000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,West Bank and Gaza,Peace and Security,Transnational Crime,1682000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Western Hemisphere Regional Office (DOS),"Democracy, Human Rights, and Governance",Good Governance,21900000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Western Hemisphere Regional Office (DOS),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,12600000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Western Hemisphere Regional Office (DOS),Economic Development,Private Sector Competitiveness,9000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Western Hemisphere Regional Office (DOS),Economic Development,Trade and Investment,20000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Western Hemisphere Regional Office (DOS),Education and Social Services,Social Services,3500000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Western Hemisphere Regional Office (DOS),Environment,Environment,15000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Yemen,Economic Development,Agriculture,3000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Yemen,Health,Family Planning and Reproductive Health,1500000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Yemen,Health,Maternal and Child Health,500000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Zimbabwe,"Democracy, Human Rights, and Governance",Civil Society,3500000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Zimbabwe,"Democracy, Human Rights, and Governance",Good Governance,6550000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Zimbabwe,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,4750000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Zimbabwe,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,5800000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Zimbabwe,Economic Development,Agriculture,10000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Zimbabwe,Economic Development,Macroeconomic Foundation for Growth,2000000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Zimbabwe,Economic Development,Private Sector Competitiveness,250000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Zimbabwe,Education and Social Services,Social Assistance,6350000
2010,FY 2010 Actual Base,Base,Economic Support Fund - OCO,USAID and Department of State,Zimbabwe,Education and Social Services,Social Services,1000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,"Democracy, Human Rights, and Governance",Civil Society,70500000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,"Democracy, Human Rights, and Governance",Good Governance,531225000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,35650000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,30522000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Agriculture,112702000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Economic Opportunity,18450000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Financial Sector,4000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Infrastructure,291142000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Macroeconomic Foundation for Growth,21150000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Private Sector Competitiveness,75615000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Trade and Investment,30150000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Education and Social Services,Basic Education,97000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Education and Social Services,Higher Education,31586000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Education and Social Services,Social Assistance,14208000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Education and Social Services,Social Services,10375000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Environment,Environment,2000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,HIV/AIDS,250000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,Maternal and Child Health,89750000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,Nutrition,2000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,Other Public Health Threats,10171000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,Tuberculosis,8000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,Water Supply and Sanitation,40000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Peace and Security,Conflict Mitigation and Reconciliation,226316000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Peace and Security,Counter-Narcotics,63000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,"Democracy, Human Rights, and Governance",Civil Society,43390000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,"Democracy, Human Rights, and Governance",Good Governance,3600000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,10000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,19200000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Economic Development,Agriculture,20300000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Economic Development,Economic Opportunity,11234000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Economic Development,Financial Sector,2139000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Economic Development,Macroeconomic Foundation for Growth,4700000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Economic Development,Private Sector Competitiveness,15500000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Economic Development,Trade and Investment,2000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Education and Social Services,Basic Education,33788000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Education and Social Services,Social Services,10000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Health,Maternal and Child Health,2349000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Health,Water Supply and Sanitation,300000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Jordan,Economic Development,Macroeconomic Foundation for Growth,100000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Libya,Peace and Security,Conflict Mitigation and Reconciliation,3000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Office of the Coordinator for Counterterrorism (DOS),Peace and Security,Counterterrorism,5000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,"Democracy, Human Rights, and Governance",Civil Society,43775000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,"Democracy, Human Rights, and Governance",Good Governance,101125000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,985000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,10300000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Economic Development,Agriculture,93736000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Economic Development,Economic Opportunity,14715000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Economic Development,Financial Sector,34340000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Economic Development,Infrastructure,349500000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Economic Development,Private Sector Competitiveness,26420000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Economic Development,Trade and Investment,9880000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Education and Social Services,Basic Education,79000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Education and Social Services,Higher Education,52590000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Education and Social Services,"Social Policies, Regulations, and Systems",594000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Education and Social Services,Social Services,4300000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Health,Maternal and Child Health,23000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Humanitarian Assistance,Disaster Readiness,2940000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Syrian Arab Republic,"Democracy, Human Rights, and Governance",Civil Society,49000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Syrian Arab Republic,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3500000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Syrian Arab Republic,Peace and Security,Stabilization Operations and Security Sector Reform,3000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tunisia,Economic Development,Macroeconomic Foundation for Growth,20000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tunisia,Education and Social Services,Higher Education,10000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Unallocated Earmarks,Program Management,Monitoring and Evaluation,7000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Yemen,"Democracy, Human Rights, and Governance",Good Governance,2000000
2012,FY 2012 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Yemen,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,8000000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,"Democracy, Human Rights, and Governance",Civil Society,60200000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,"Democracy, Human Rights, and Governance",Good Governance,542437000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,51300000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,31500000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Agriculture,90074000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Economic Opportunity,17697000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Financial Sector,4692000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Infrastructure,223873000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Macroeconomic Foundation for Growth,14250000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Private Sector Competitiveness,50930000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Economic Development,Trade and Investment,54195000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Education and Social Services,Basic Education,72333000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Education and Social Services,Higher Education,41230000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Education and Social Services,Social Assistance,12000000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Education and Social Services,Social Services,11392000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,HIV/AIDS,250000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,Maternal and Child Health,101100000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,Nutrition,2310000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,Other Public Health Threats,10439000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,Tuberculosis,8000000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Health,Water Supply and Sanitation,36577000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Peace and Security,Conflict Mitigation and Reconciliation,109000000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Peace and Security,Counter-Narcotics,53666000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Afghanistan,Peace and Security,Transnational Crime,2000000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Africa Regional Office (DOS),Peace and Security,Counterterrorism,3858000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Democratic Republic of Congo,"Democracy, Human Rights, and Governance",Civil Society,4320000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Democratic Republic of Congo,"Democracy, Human Rights, and Governance",Good Governance,4964000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Democratic Republic of Congo,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1920000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Democratic Republic of Congo,Education and Social Services,Basic Education,18804000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Democratic Republic of Congo,Education and Social Services,Social Services,3100000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Democratic Republic of Congo,Peace and Security,Conflict Mitigation and Reconciliation,2036000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,East Africa Regional Office (USAID),Peace and Security,Counterterrorism,5822000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Egypt,Economic Development,Trade and Investment,202531000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,"Democracy, Human Rights, and Governance",Civil Society,10866000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,"Democracy, Human Rights, and Governance",Good Governance,2560000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,2560000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,18361000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Economic Development,Economic Opportunity,4466000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Economic Development,Private Sector Competitiveness,16010000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Education and Social Services,Social Services,6200000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Iraq,Peace and Security,Conflict Mitigation and Reconciliation,11310000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Jordan,Economic Development,Macroeconomic Foundation for Growth,96443000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kazakhstan,"Democracy, Human Rights, and Governance",Civil Society,1700000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kazakhstan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1100000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kazakhstan,Economic Development,Macroeconomic Foundation for Growth,314000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kazakhstan,Economic Development,Private Sector Competitiveness,285000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kazakhstan,Economic Development,Trade and Investment,428000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kazakhstan,Environment,Clean Productive Environment,2500000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kazakhstan,Peace and Security,Combating Weapons of Mass Destruction (WMD),315000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kazakhstan,Peace and Security,Transnational Crime,250000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kenya,Peace and Security,Counterterrorism,5844000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,"Democracy, Human Rights, and Governance",Civil Society,4643000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,"Democracy, Human Rights, and Governance",Good Governance,4941000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1112000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2467000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,Economic Development,Agriculture,7716000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,Economic Development,Financial Sector,850000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,Economic Development,Infrastructure,2010000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,Economic Development,Macroeconomic Foundation for Growth,1251000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,Economic Development,Private Sector Competitiveness,3156000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,Economic Development,Trade and Investment,1899000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,Education and Social Services,Basic Education,3731000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,Education and Social Services,Higher Education,405000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,Humanitarian Assistance,"Protection, Assistance and Solutions",1200000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Kyrgyz Republic,Peace and Security,Transnational Crime,350000
